epoch,loss,val_loss
0,0.013019844889640808,0.0017645105253905058
1,0.001041904091835022,0.001641943701542914
2,0.0009563064086250961,0.0015270948642864823
3,0.0008175628609023988,0.0012947784271091223
4,0.0007776157581247389,0.001162137952633202
5,0.0007271762588061392,0.0010759932920336723
6,0.0007193905767053366,0.0010094029130414128
7,0.000655938230920583,0.0009542679181322455
8,0.0006186605896800756,0.000919219630304724
9,0.0006464718608185649,0.0008833114989101887
