epoch,loss,val_loss
0,0.01597258821129799,0.002368082059547305
1,0.0010567634599283338,0.0017320994520559907
2,0.0009369277977384627,0.0016476414166390896
3,0.0008864662377163768,0.0015483555616810918
4,0.000879219442140311,0.0014623003080487251
5,0.0008003386319614947,0.001382457441650331
6,0.0007491024443879724,0.0012766416184604168
7,0.0007274739909917116,0.0011997631518170238
8,0.0007799582090228796,0.001171621959656477
9,0.0006788971950300038,0.001070923637598753
